Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
Empire notice,Outer customs inspection cycle,"A broadcast carrying the heading outer customs inspection cycle has been entered into the colony register; Every version matches down to the spacing, which suggests it was prepared long before it was sent. District heads are waiting for direction.","Raise the flags, dim the lights, and observe it properly",Observe the notice only on paper,Hijack the ceremony and turn it into a show of local loyalty,Stellar Federacy relation +1; gain 30 Astra; lose 420 Aurelite,Stellar Federacy relation +1; gain 100 Aurelite; lose 100 Deuterium,Stellar Federacy relation +1; gain 120 Aurelite; lose 140 Vulkron
Empire notice,School oath day proclamation,School oath day proclamation came through on the official line with seals intact: The attached schedules are longer than the notice itself. The hall remains busy around the board.,Inspect the depots and sign the reports,Inspect only the depots that look respectable,Move half the stores before the inspectors arrive and swear the shelves were always empty,Eclipse Dominion relation +1; gain 90 Deuterium; lose 160 Vulkron,Eclipse Dominion relation +1; gain 500 Aurelite; gain 70 Deuterium; lose 350 Vulkron,Eclipse Dominion relation -1; gain 260 Deuterium; lose 380 Deuterium; lose 40 Deuterium
Empire notice,Notice of route mourning bells,"The latest state packet includes a notice marked notice of route mourning bells. Copies were sent to the port office, the district clerks, and the upper archive in the same run. No local amendment has been added.",Adopt the schedule and let the colony grumble,Negotiate side terms through private channels,Leak the notice to rival factions before you acknowledge it locally,Helios Consortium relation +1; gain 240 Vulkron; lose 180 Vulkron,Helios Consortium relation +1; gain 180 Astra; gain 220 Aurelite; lose 250 Aurelite,Helios Consortium relation -1; gain 220 Aurelite; lose 340 Aurelite
Empire notice,Emergency fuel survey,Emergency fuel survey reached every district board within the same hour. The printed sheet is clean except for one added line in darker ink near the stamp block; Implementation now depends on your order.,Comply exactly and post the notice in every district,Comply slowly and bury the sharper parts in paperwork,Publish an edited version and let the original disappear into the files,Helios Consortium relation +1; gain 60 Vulkron; lose 90 Deuterium,Helios Consortium relation -1; gain 80 Vulkron; gain 220 Vulkron,Helios Consortium relation -1; gain 140 Astra; lose 240 Vulkron
Empire notice,Order to post new harbour codes,"A formal notice titled order to post new harbour codes now hangs in the civic hall. Readers keep checking the final paragraph, then going back to the top again... Clerks have started preparing blanks.",Read the order aloud in council,Circulate it only to department heads,Send back a courteous objection while you act as if it already passed,Nomad Clans relation +1; gain 300 Deuterium; lose 20 Deuterium,gain 380 Deuterium; lose 200 Vulkron,Nomad Clans relation +1; gain 1480 Vulkron; lose 300 Aurelite
Empire notice,Public archive opening directive,"A system notice under the title public archive opening directive has arrived on the civic wire; The wording is formal enough, but the practical burden falls on ordinary desks and ordinary hands. The offices have begun asking how strictly it will be read.",Carry out the levy and keep the books clean,Delay collection until tempers cool,Exploit the wording and squeeze whichever merchants cannot read it fast enough,gain 40 Aurelite; lose 260 Astra,gain 50 Vulkron; lose 90 Aurelite,Terran Union relation -1; gain 240 Aurelite; lose 120 Deuterium
Empire notice,Notice of revised ballot hours,Notice of revised ballot hours was posted to the public board before first bell: Several offices began making their own working copies before the public board was even crowded. The notice stands as written.,"Raise the flags, dim the lights, and observe it properly",Observe the notice only on paper,Hijack the ceremony and turn it into a show of local loyalty,Eldritch Conduit -1 level; gain 1240 Astra; gain 1240 Deuterium; gain 380 Vulkron; gain 500 Aurelite; Terran Union relation -1; lose 530 Aurelite,Terran Union relation -1; gain 120 Deuterium; lose 180 Deuterium,Terran Union relation -1; gain 380 Deuterium; lose 160 Deuterium
Empire notice,Public fuel tally order,The administration hall received public fuel tally order at dawn-cycle. The seal is ordinary; the timing is what has people talking. The public copy is already marked with thumbprints.,Inspect the depots and sign the reports,Inspect only the depots that look respectable,Move half the stores before the inspectors arrive and swear the shelves were always empty,gain 80 Aurelite; lose 100 Deuterium,Helios Consortium relation -1; gain 40 Deuterium,Helios Consortium relation -1; gain 820 Vulkron; lose 100 Aurelite
Faction movement,Terran Union delegation at the civic hall,The watch office has opened a movement note for terran union delegation at the civic hall. One observer drew the formation by hand in the margin of the route sheet; The movement remains under observation.,Receive them openly and give them a berth,Shadow them from a distance and count their moves,"Jam their traffic, split their formation, and see who breaks rank",Terran Union relation +1; gain 460 Vulkron; lose 60 Astra,Terran Union relation -1; lose 300 Vulkron; gain 200 Astra,Terran Union relation +1; gain 1600 Deuterium; lose 300 Astra
Faction movement,Nomad Clans assembly in the storage court,Nomad Clans assembly in the storage court entered the registry through the route desk rather than the port office. The ships held formation long enough for a second tower to confirm the count... The route remains open for now.,Host their officers and trade toasts in the civic hall,Confine them to orbit and refuse surface access,Invite one rival envoy to watch them land,Nomad Clans relation +1; gain 120 Deuterium; lose 50 Deuterium,Nomad Clans relation -1; lose 300 Aurelite; lose 140 Vulkron; gain 180 Deuterium,Nomad Clans relation -1; gain 1060 Aurelite; lose 140 Deuterium
Faction movement,Helios auditors at the Orbital Exchange,"A faction movement card marked helios auditors at the orbital exchange now sits on the board; The hull marks were seen clearly enough to settle the first argument, though not the second. Nothing further has crossed the route since.",Escort them through the corridor under your own guns,Leave them to navigate local space without help,Divert them toward a claimed zone and let the neighbours react,Nomad Clans relation +1; gain 30 Deuterium; lose 240 Aurelite,gain 80 Astra; gain 140 Aurelite; lose 140 Vulkron,Nomad Clans relation +1; gain 100 Astra; lose 120 Astra
Faction movement,Veil procession near the lower chamber,"Veil procession near the lower chamber was reported from the lane towers with times attached: The sighting was brief but clean, with no scramble in the signal traffic around it. No challenge has been issued.",Trade fuel and route charts,Trade only information and keep the tanks closed,Swap one of their crates for your own sealed box,Helios Consortium relation +1; gain 80 Aurelite; lose 460 Vulkron,gain 620 Astra; lose 290 Deuterium,Helios Consortium relation -1; gain 760 Astra; lose 180 Vulkron
Faction movement,Varkon ship train at high anchor,Route clerks have carried varkon ship train at high anchor upstairs for review. A late correction changed the class marking but not the direction of travel. No local contact has been made.,Greet them with formal honours,Insist on a cold customs search before any ceremony,Stage a gunnery drill beside their anchorage and call it routine,Stellar Federacy relation +1; gain 180 Astra; lose 180 Aurelite,gain 70 Deuterium; gain 180 Aurelite; lose 100 Deuterium,Stellar Federacy relation -1; gain 380 Aurelite
Faction movement,Astraean trade mission to the Solar Array,"A movement report under the title astraean trade mission to the solar array has come in from the route watchers. Course, spacing, and escort shape were all copied before the line slipped behind the glare band; The lane office has left the file active.","Offer markets, labour, and repair access",Offer nothing beyond water and berth time,Board one ship under tax authority and dare the rest to object,gain 340 Vulkron; lose 100 Deuterium,gain 40 Aurelite; gain 140 Deuterium; lose 140 Vulkron,Stellar Federacy relation +1; gain 120 Aurelite; lose 380 Astra
Faction movement,Federacy legal clerks at the port office,Federacy legal clerks at the port office was logged by outer traffic and copied to the faction file. Transit officers checked three route tables before filing the movement as deliberate... Further tracking depends on your order.,Receive them openly and give them a berth,Shadow them from a distance and count their moves,"Jam their traffic, split their formation, and see who breaks rank",Eclipse Dominion relation +1; gain 200 Vulkron; lose 500 Aurelite,lose 380 Deuterium; gain 100 Deuterium,Eclipse Dominion relation +1; gain 140 Astra; lose 560 Deuterium; lose 40 Vulkron
Faction movement,Pact escort lingering above the ridge,"Scouts filed pact escort lingering above the ridge after a clean sighting on the lane; The note includes speed estimates, hull lights, and one uncertain count on the rear escort. The board still shows the original line.",Host their officers and trade toasts in the civic hall,Confine them to orbit and refuse surface access,Invite one rival envoy to watch them land,Nomad Clans relation +1; gain 560 Vulkron; lose 40 Vulkron,gain 180 Aurelite; gain 220 Astra; lose 160 Deuterium,Nomad Clans relation -1; gain 560 Astra; lose 300 Astra
